agent_id,region,prefecture,commune,canton,operateur_source,sert_togocom,sert_moov,lon,lat,classe_operateur,unite_commune,prefecture_geom,coherence_geo,dist_km_BQ_ACT,dist_km_BQ_NR,dist_km_BQ_NOP,dist_km_MF_ACT,dist_km_MF_NR,dist_km_MF_NOP,dist_km_MU_ACT,dist_km_MU_NR,dist_km_MU_NOP,dist_km_AS_ACT,dist_km_AS_NR,dist_km_AS_NOP
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7edf,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,"Moov, Togocom",True,True,0.17861,10.729180000000001,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,4.572,44.897,220.497,7.781,4.562,29.805,496.698,510.668,,170.403,170.946,371.799
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee0,Savanes,Tône,Tône 2,Naki-Ouest,Moov,False,True,0.1148514582800882,10.914356495021487,Moov seul,Tône 2,Tône,Concordant,9.886,23.282,242.059,9.316,10.385,30.563,518.434,532.333,,190.78,191.292,393.524
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee1,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",True,True,0.4011966666666666,10.244228333333332,Moov + Togocom,Oti 1,Oti,Concordant,14.152,66.205,163.468,13.741,36.546,72.232,437.863,452.594,,114.688,115.33,313.251
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee2,Savanes,Tône,Tône 4,Louanga,Togocom,True,False,0.328350529186266,10.910199983932833,Togocom seul,Tône 4,Tône,Concordant,14.334,39.993,237.947,12.7,14.843,7.395,511.012,526.669,,177.033,177.465,386.965
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee3,Savanes,Tône,Tône 4,Louanga,Togocom,True,False,0.3864958167500126,10.831390445796908,Togocom seul,Tône 4,Kpendjal-Ouest,Préfecture voisine,20.042,50.187,228.608,11.288,20.962,6.986,500.84,516.821,,166.239,166.667,376.983
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee4,Savanes,Tône,Tône 1,Kourientre,Togocom,True,False,0.2250895713090332,10.977551597874985,Togocom seul,Tône 1,Tône,Concordant,10.787,26.467,246.84,11.165,12.281,20.658,521.42,536.371,,189.44,189.895,396.993
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee5,Savanes,Tône,Tône 4,Korbongou,Moov,False,True,0.326934611309166,10.910694348746073,Moov seul,Tône 4,Tône,Concordant,14.195,39.833,238.018,12.822,14.713,7.558,511.108,526.754,,177.162,177.594,387.055
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee6,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Nsp,False,False,0.012975,11.100688333333334,Non renseigné,Cinkassé 1,Cinkassé,Concordant,0.398,0.393,264.696,0.3,32.675,47.527,541.638,555.174,,213.996,214.494,416.603
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee7,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",True,True,0.3046693863308753,10.914702655329195,Moov + Togocom,Tône 4,Tône,Concordant,11.95,37.547,238.74,11.961,12.589,10.025,512.218,527.689,,178.838,179.278,388.065
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee8,Savanes,Tône,Tône 4,Louanga,"Moov, Togocom",True,True,0.3146249802372387,10.900095192812675,Moov + Togocom,Tône 4,Tône,Concordant,12.662,39.357,236.999,12.379,13.092,8.693,510.353,525.875,,176.884,177.324,386.228
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ee9,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",True,True,0.472685,10.35881,Moov + Togocom,Oti 1,Oti,Concordant,0.196,76.386,175.516,0.57,28.974,60.105,447.737,463.444,,118.218,118.775,323.666
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7eea,Savanes,Tône,Tône 1,Toaga,"Moov, Togocom",True,True,0.2648449007727379,10.886283174079104,Moov + Togocom,Tône 1,Tône,Concordant,7.081,36.014,236.168,6.732,7.445,14.125,510.444,525.52,,178.6,179.064,386.073
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7eeb,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",True,True,0.3223658693141428,10.911889851930953,Moov + Togocom,Tône 4,Tône,Concordant,13.737,39.34,238.206,13.238,14.281,8.074,511.375,526.986,,177.54,177.973,387.301
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7eec,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",True,True,0.298085,10.975646666666668,Moov + Togocom,Tône 4,Tône,Concordant,14.812,33.626,245.554,13.859,15.979,13.873,518.923,534.468,,184.959,185.386,394.817
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7eed,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",True,True,0.298015,10.976141666666669,Moov + Togocom,Tône 4,Tône,Concordant,14.845,33.596,245.609,13.859,16.014,13.915,518.978,534.523,,185.01,185.437,394.872
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7eee,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",True,True,0.2988466666666667,10.976135,Moov + Togocom,Tône 4,Tône,Concordant,14.91,33.679,245.598,13.769,16.075,13.846,518.952,534.504,,184.962,185.388,394.85
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7eef,Savanes,Tône,Tône 4,Korbongou,Moov,False,True,0.2996283333333333,10.976394999999998,Moov seul,Tône 4,Tône,Concordant,14.992,33.745,245.616,13.681,16.154,13.802,518.956,534.514,,184.942,185.368,394.858
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef0,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",True,True,0.3034927367315895,10.9971097003508,Moov + Togocom,Tône 4,Tône,Concordant,16.937,33.263,247.854,13.141,18.17,15.152,521.049,536.683,,186.689,187.108,396.996
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef1,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",True,True,0.2950316666666666,11.044009999999998,Moov + Togocom,Tône 4,Tône,Concordant,20.627,30.928,253.142,14.503,22.005,19.892,526.315,541.977,,191.64,192.051,402.282
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef2,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",True,True,0.2947742357430775,11.044710399998342,Moov + Togocom,Tône 4,Tône,Concordant,20.68,30.885,253.222,14.461,22.06,19.973,526.398,542.059,,191.722,192.133,402.365
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef3,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",True,True,0.00158,10.747784999999999,Moov + Togocom,Tandjoaré 2,Tandjoaré,Concordant,23.14,39.28,227.01,6.173,23.177,45.829,505.159,517.668,,184.977,185.572,379.777
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef4,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",True,True,0.3153111407171695,10.91308189081557,Moov + Togocom,Tône 4,Tône,Concordant,13.021,38.619,238.425,12.943,13.601,8.853,511.718,527.273,,178.062,178.499,387.612
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef5,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Togocom,True,False,0.0021834469596853,10.747610942233418,Togocom seul,Tandjoaré 2,Tandjoaré,Concordant,23.071,39.297,226.974,6.164,23.108,45.774,505.117,517.631,,184.917,185.512,379.737
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef6,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",True,True,0.107485,10.955029999999999,Moov + Togocom,Tône 2,Tône,Concordant,12.827,18.938,246.651,9.052,13.714,32.012,522.977,536.916,,194.855,195.358,398.086
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef7,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",True,True,0.1075129121354829,10.95503283977699,Moov + Togocom,Tône 2,Tône,Concordant,12.825,18.94,246.651,9.052,13.712,32.009,522.976,536.915,,194.853,195.357,398.085
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef8,Savanes,Oti,Oti 1,Mango,Togocom,True,False,0.4761264509156675,10.357292615662566,Togocom seul,Oti 1,Oti,Concordant,0.073,76.148,175.326,0.713,29.346,60.327,447.469,463.205,,117.843,118.399,323.416
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7ef9,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,False,False,1.2082212315638385,6.157833043787537,Non renseigné,Golfe 3,Golfe,Concordant,0.798,1.064,4.309,0.851,1.214,4.306,4.479,15.579,,0.53,2.152,3.091
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7efa,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,False,False,1.2081650383383553,6.157060118657945,Non renseigné,Golfe 3,Golfe,Concordant,0.866,1.131,4.285,0.902,1.287,4.281,4.562,15.652,,0.613,2.236,3.029
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7efb,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,False,False,1.2086607571389683,6.155994473818737,Non renseigné,Golfe 3,Golfe,Concordant,0.927,1.26,4.194,0.933,1.417,4.19,4.689,15.716,,0.716,2.361,2.903
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7efc,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,False,False,1.2084824521783597,6.154620664030015,Non renseigné,Golfe 3,Golfe,Concordant,0.981,1.382,4.166,1.018,1.547,4.162,4.836,15.851,,0.869,2.509,2.802
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7efd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",True,True,1.1989550388265922,6.225740189357842,Moov + Togocom,Agoè-Nyivé 1,Agoè-Nyivé,Concordant,0.821,1.448,4.963,0.156,1.614,10.179,3.151,11.423,,2.119,5.469,10.392
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7efe,Maritime,Golfe,Golfe 5,Aflao-Gakli,Nsp,False,False,1.1880033333333333,6.195036666666666,Non renseigné,Golfe 5,Golfe,Concordant,0.169,1.437,8.456,0.111,3.284,8.36,0.049,14.231,,0.418,2.78,7.763
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7eff,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,False,False,1.2037773328057835,6.155878092953007,Non renseigné,Golfe 3,Golfe,Concordant,1.313,1.085,4.704,1.386,1.28,4.701,4.636,16.048,,0.782,2.353,3.271
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f00,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",True,True,0.3272913379932814,10.99130995419568,Moov + Togocom,Tône 4,Tône,Concordant,18.346,35.924,246.926,10.538,19.457,13.061,519.712,535.527,,184.804,185.215,395.766
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f01,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",True,True,0.3276166666666667,10.991641666666665,Moov + Togocom,Tône 4,Tône,Concordant,18.397,35.945,246.959,10.501,19.508,13.072,519.737,535.557,,184.818,185.228,395.794
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f02,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",True,True,0.061755,10.89387,Moov + Togocom,Tône 2,Tône,Concordant,15.122,23.498,241.091,11.359,15.179,36.276,518.17,531.58,,192.636,193.171,393.074
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f03,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",True,True,0.4717666666666667,10.742703333333335,Moov + Togocom,Kpendjal-Ouest 1,Kpendjal-Ouest,Concordant,27.705,63.591,218.151,9.625,27.676,18.826,488.862,505.394,,152.979,153.392,365.357
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f04,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",True,True,0.4707255620512244,10.742886527413386,Moov + Togocom,Kpendjal-Ouest 1,Kpendjal-Ouest,Concordant,27.645,63.49,218.177,9.516,27.615,18.757,488.912,505.434,,153.054,153.468,365.4
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f05,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",True,True,0.0253480353695872,11.096416064813095,Moov + Togocom,Cinkassé 1,Cinkassé,Concordant,0.07,0.974,263.927,0.035,31.474,46.116,540.748,554.372,,212.808,213.302,415.746
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f06,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",True,True,0.1416733333333334,10.539721666666667,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,17.89,63.833,200.759,12.73,7.257,48.061,478.147,491.28,,157.83,158.448,352.927
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f07,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",True,True,0.0065390684340855,11.105031793234032,Moov + Togocom,Cinkassé 1,Cinkassé,Concordant,0.832,1.107,265.328,0.555,33.491,48.375,542.324,555.82,,214.804,215.302,417.276
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f08,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",True,True,0.1377255715769687,10.910137308070695,Moov + Togocom,Tône 2,Tône,Concordant,7.392,24.92,241.102,6.851,7.999,28.039,517.195,531.273,,188.884,189.388,392.357
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f09,Savanes,Tône,Tône 2,Nanergou,Moov,False,True,0.1373712705725859,10.910496152021503,Moov seul,Tône 2,Tône,Concordant,7.443,24.865,241.149,6.904,8.054,28.08,517.245,531.321,,188.939,189.444,392.406
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f0a,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",True,True,0.0335797360700381,11.094226429010973,Moov + Togocom,Cinkassé 1,Cinkassé,Concordant,0.861,1.89,263.49,0.538,30.745,45.214,540.226,553.91,,212.077,212.57,415.246
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f0b,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",True,True,0.1971316666666666,10.512936666666667,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,12.658,68.235,196.528,12.534,9.589,47.497,473.304,486.859,,151.4,152.009,348.225
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f0c,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",True,True,0.1489079118903999,10.913322455488565,Moov + Togocom,Tône 2,Tône,Concordant,6.462,25.291,241.216,5.99,7.246,26.847,517.147,531.324,,188.427,188.928,392.351
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f0d,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",True,True,0.1486642529002149,10.91355434747263,Moov + Togocom,Tône 2,Tône,Concordant,6.498,25.254,241.246,6.027,7.283,26.875,517.18,531.356,,188.464,188.964,392.384
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f0e,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",True,True,0.2068066666666667,10.515456666666667,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,11.573,68.279,196.589,11.45,9.651,46.776,473.219,486.869,,150.844,151.449,348.175
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f0f,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",True,True,0.466945,10.293353333333332,Moov + Togocom,Oti 1,Oti,Concordant,6.57,69.401,168.288,6.089,34.525,67.24,440.939,456.434,,113.282,113.872,316.737
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f10,Savanes,Oti,Oti 2,Loko,Moov,False,True,0.2179683333333333,10.530748333333333,Moov seul,Oti 2,Oti,Concordant,9.855,67.048,198.017,9.725,8.689,44.715,474.426,488.219,,151.189,151.785,349.437
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f11,Savanes,Tône,Tône 2,Nanergou,"Moov, Togocom",True,True,0.1477392801765146,10.91464009222483,Moov + Togocom,Tône 2,Tône,Concordant,6.647,25.098,241.384,6.179,7.438,26.986,517.326,531.497,,188.621,189.121,392.528
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f12,Savanes,Tône,Tône 1,Natigou,"Moov, Togocom",True,True,0.2610675435142361,10.982167602592725,Moov + Togocom,Tône 1,Tône,Concordant,12.822,29.664,246.786,13.353,14.193,17.525,520.767,536.022,,187.723,188.162,396.5
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f13,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",True,True,0.4667966666666666,10.293148333333333,Moov + Togocom,Oti 1,Oti,Concordant,6.594,69.382,168.267,6.112,34.536,67.261,440.922,456.415,,113.277,113.867,316.719
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f14,Savanes,Oti,Oti 2,Loko,Moov,False,True,0.2111625300125176,10.5194567367438,Moov seul,Oti 2,Oti,Concordant,10.965,68.002,196.93,10.841,9.429,46.168,473.483,487.183,,150.82,151.422,348.458
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f15,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",True,True,0.4665352503600536,10.293211310997782,Moov + Togocom,Oti 1,Oti,Concordant,6.588,69.395,168.276,6.107,34.515,67.25,440.937,456.427,,113.301,113.892,316.732
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f16,Savanes,Tône,Tône 2,Naki-Ouest,Togocom,True,False,0.134564761666363,10.941388387093987,Togocom seul,Tône 2,Tône,Concordant,9.586,21.837,244.578,9.223,10.566,28.814,520.602,534.729,,191.863,192.361,395.787
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f17,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,False,True,0.16169,10.514634999999998,Moov seul,Tandjoaré 1,Tandjoaré,Concordant,16.263,67.041,197.544,16.133,9.194,49.21,474.78,488.021,,154.322,154.942,349.593
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f18,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",True,True,0.3520485252994079,10.589684731913016,Moov + Togocom,Oti 2,Oti,Concordant,6.439,67.55,202.241,6.249,6.509,34.123,476.12,491.265,,146.384,146.905,351.757
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f19,Savanes,Oti,Oti 2,Barkoissi,Moov,False,True,0.3521415899225705,10.589503470252797,Moov seul,Oti 2,Oti,Concordant,6.436,67.573,202.22,6.246,6.507,34.142,476.097,491.243,,146.362,146.883,351.735
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f1a,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",True,True,0.14668,10.524006666666667,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,17.608,65.657,198.932,14.523,8.605,49.201,476.318,489.45,,156.23,156.852,351.096
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f1b,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,"Moov, Togocom",True,True,0.1675974885517995,11.070232041203516,Moov + Togocom,Cinkassé 2,Cinkassé,Concordant,15.723,16.719,258.017,0.505,22.499,31.553,533.126,547.819,,201.496,201.949,408.579
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f1c,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",True,True,0.308911445472455,10.560566043469157,Moov + Togocom,Oti 2,Oti,Concordant,0.744,67.968,199.633,0.539,0.812,38.2,474.44,489.128,,146.899,147.448,349.843
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f1d,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",True,True,0.1433866666666667,10.533801666666667,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,17.781,64.516,200.075,13.395,7.75,48.496,477.464,490.595,,157.24,157.86,352.244
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f1e,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",True,True,0.137032017143522,10.950826908240085,Moov + Togocom,Tône 2,Tône,Concordant,10.133,21.16,245.556,9.731,11.209,28.762,521.514,535.684,,192.544,193.038,396.718
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f1f,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",True,True,0.142865,10.535596666666667,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,17.812,64.309,200.282,13.193,7.597,48.364,477.671,490.803,,157.419,158.038,352.451
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f20,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",True,True,0.3968933333333334,10.610443333333334,Moov + Togocom,Oti 2,Oti,Concordant,11.803,68.467,204.034,11.62,11.902,31.508,476.918,492.512,,145.234,145.727,352.808
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f21,Savanes,Tône,Tône 3,Lotogou,"Moov, Togocom",True,True,0.033185,10.766173333333333,Moov + Togocom,Tône 3,Tône,Concordant,20.446,37.236,228.07,3.682,20.472,41.881,505.867,518.696,,184.059,184.639,380.575
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f22,Savanes,Oti,Oti 2,Barkoissi,"Moov, Togocom",True,True,0.3970566666666667,10.609580000000001,Moov + Togocom,Oti 2,Oti,Concordant,11.768,68.554,203.937,11.587,11.871,31.604,476.821,492.415,,145.146,145.64,352.71
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f23,Savanes,Oti,Oti 2,Barkoissi,Moov,False,True,0.3938607317867955,10.608416615406975,Moov seul,Oti 2,Oti,Concordant,11.402,68.447,203.84,11.22,11.503,31.732,476.796,492.358,,145.25,145.746,352.667
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f24,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Togocom,True,False,0.167605,11.07017,Togocom seul,Cinkassé 2,Cinkassé,Concordant,15.725,16.721,258.01,0.501,22.492,31.548,533.119,547.812,,201.49,201.943,408.572
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f25,Savanes,Oti,Oti 2,Barkoissi,Moov,False,True,0.3949674651174293,10.609836166888917,Moov seul,Oti 2,Oti,Concordant,11.588,68.394,203.986,11.405,11.685,31.574,476.913,492.489,,145.305,145.799,352.791
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f26,Savanes,Oti,Oti 1,Mango,Togocom,True,False,0.4753033333333334,10.356765,Togocom seul,Oti 1,Oti,Concordant,0.048,76.108,175.273,0.606,29.332,60.372,447.438,463.165,,117.858,118.415,323.379
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f27,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",True,True,0.1716783333333334,10.595858333333334,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,12.179,58.604,206.125,10.756,0.337,41.076,482.926,496.482,,159.908,160.497,357.855
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f28,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Togocom,True,False,0.644074868595233,10.383366164664078,Togocom seul,Oti-Sud 1,Oti-Sud,Concordant,12.465,77.742,178.176,12.456,42.153,62.994,445.465,462.847,,109.082,109.528,322.559
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f29,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,"Moov, Togocom",True,True,0.1715266666666667,10.595538333333332,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,12.218,58.633,206.094,10.757,0.361,41.115,482.898,496.452,,159.894,160.483,357.826
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f2a,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,False,True,0.1711516666666667,10.595623333333332,Moov seul,Tandjoaré 1,Tandjoaré,Concordant,12.223,58.612,206.112,10.717,0.399,41.131,482.92,496.471,,159.929,160.518,357.848
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f2b,Savanes,Tandjoaré,Tandjoaré 1,Loko,"Moov, Togocom",True,True,0.2493566666666666,10.608061666666666,Moov + Togocom,Tandjoaré 1,Tandjoaré,Concordant,8.405,60.344,205.856,8.291,7.996,35.483,481.475,495.752,,155.156,155.713,356.694
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f2c,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,False,True,0.1717833333333333,10.596383333333332,Moov seul,Tandjoaré 1,Tandjoaré,Concordant,12.12,58.551,206.18,10.741,0.322,41.022,482.977,496.536,,159.942,160.53,357.908
_mview_tel_agents_mobile_money.fid-7111a9c0_193dca6021d_7f2d,Savanes,Oti,Oti 2,Barkoissi,Moov,False,True,0.3932548647984582,10.608792892657815,Moov seul,Oti 2,Oti,Concordant,11.367,68.374,203.888,11.185,11.465,31.69,476.855,492.413,,145.323,145.819,352.723
